Site name,Country,State/Region,Latitude,Longitude,Profile name,Thickness range,Mean thickness (cm),LLST,MLST,MLST-A,MLST-B,MLST-C,MLST-C1,MLST-C2,MLST-C3,ULST,Various,Phase uncertainty,Distance from vent (km),Altitude (m),Depth of tephra layer (cm),Fan direction...23,Fan direction...24,Associated archaeology,Primary,Secondary,Reworked,Fall,Fluvial,XRF,Heavy minerals,Trace elements,Grain size distribution,Shard morphology,Comments,Reference1,Reference2,Reference3,Reference4,Reference5,Reference6,Update,Regional co-ordinates...62,Regional co-ordinates...63,unique_id
Wollgrasmoor,Germany,Mecklenburg-Vorpommern,53.470278,14.2975,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NE,1,Sparse Ahrensburgian finds nearby (see Terberger [1996]); Mesolithic (Schoknecht 1959),1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Kaiser, Knut. “Die hydrologische Entwicklung der Müritz im jüngeren Quartär – Befunde und ihre Interpretation”. Zeitschrift für Geomorphologie N.F. 112, nr. Supplement (1998): 143–76.",NA,NA,NA,NA,NA,NA,NA,NA,381
Prelitzsee,Germany,Mecklenburg-Vorpommern,53.365556,12.765556,"Profile 4, 5 & 8",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"4: 490, 5: 570, 8: 490",NE,1,Sparse Ahrensburgian finds nearby (see Terberger [1996]); Mesolithic (Schoknecht 1959),1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Kaiser, Knut. “Die hydrologische Entwicklung der Müritz im jüngeren Quartär – Befunde und ihre Interpretation”. Zeitschrift für Geomorphologie N.F. 112, nr. Supplement (1998): 143–76.",NA,NA,NA,NA,NA,NA,NA,NA,382
Niedersee,Germany,Mecklenburg-Vorpommern,54.483147,13.584169,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,116,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Kliewe, H. “Landschaftsentwicklung und Formenschatz Mecklenburg-Vorpommerns seit der Weichsel-Eiszeit”. Zeitschrift für den Erdkundeunterricht 48 (1996): 495–505.","Kossler, A., og J. Strahl. “The Late Weichselian to Holocene succession of the Niedersee (Rügen, Baltic Sea) – new results based on multi-proxy studies”. E&G Quaternary Science Journal 60, nr. 4 (2011): 29. https://doi.org/10.3285/eg.60.4.04.",NA,NA,NA,NA,Update 7,NA,NA,383
Zieskensee,Germany,Mecklenburg-Vorpommern,53.529722,13.079167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NE,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"Homann, M., J. Merkt, og H. Müller. “Sedimentologische und pollenanalytische Untersuchungen einiger mecklenburgischer Seen - ein West-Ost-Transekt”. Greifswalder Geographische Arbeiten 26 (2002): 35–38.","Strahl, Jaqueline. “Zur Pollenstratigraphie des Weichselspätglazials von Berlin-Brandenburg”. Brandenburger geowissenschaftliche Beiträge 12, nr. 1/2 (2005): 87–112.",NA,NA,NA,NA,NA,5933300,4571730,384
Wulkenfurche,Germany,Mecklenburg-Vorpommern,52.777615,13.593275,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Schlaak, N. Studie zur Landschaftsgenese im Raum Nordbarnim und Eberswalder Urstromtal. Bd. 76. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.",NA,NA,NA,NA,NA,NA,5850460,4607500,385
Weiblitz-Moor,Germany,Mecklenburg-Vorpommern,53.960833,13.768611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Succow, M. Landschaftsökologische Kennzeichnung und Typisierung der Moore der DDR. Archiv Naturschutz und Landschaftsforschung der DDR. Berlin: Akademie-Verlag, 1981.",NA,NA,NA,NA,NA,NA,5983435,4616500,386
Weggun I-IV,Germany,Mecklenburg-Vorpommern,53.328889,13.583333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5914050,4602550,387
Warlin,Germany,Mecklenburg-Vorpommern,53.568611,13.386667,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5938060,4590600,388
Trünnensee,Germany,Mecklenburg-Vorpommern,53.211944,12.945833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Homann, M., J. Merkt, og H. Müller. “Sedimentologische und pollenanalytische Untersuchungen einiger mecklenburgischer Seen - ein West-Ost-Transekt”. Greifswalder Geographische Arbeiten 26 (2002): 35–38.",NA,NA,NA,NA,NA,NA,5898165,4563170,389
Trantow I-III,Germany,Mecklenburg-Vorpommern,53.978889,13.196667,I - III,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5985000,4578200,390
Tollensetal bei Trollenhagen,Germany,Mecklenburg-Vorpommern,53.599167,13.331389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Kloss, K. “Pollenanalysen zur Vegetations-, Siedlungs und Moorgeschichte am Südrand der ostmecklenburgischbrandenburgischen Seenplatte (Kr. Gransee)”. Archiv für Naturschutz und Landschaftsforschung 20, nr. 4 (1980): 203–12.",NA,NA,NA,NA,NA,NA,5942000,4582000,391
Teschendorf,Germany,Mecklenburg-Vorpommern,53.459167,13.334167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5928500,4590550,392
Tarnow I/II,Germany,Mecklenburg-Vorpommern,53.613611,13.02,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5943000,4569000,393
Stavenhof,Germany,Mecklenburg-Vorpommern,53.682778,12.929444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5951100,4563000,394
Schwärzeluch,Germany,Mecklenburg-Vorpommern,52.813622,13.712007,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Schlaak, N. Studie zur Landschaftsgenese im Raum Nordbarnim und Eberswalder Urstromtal. Bd. 76. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.",NA,NA,NA,NA,NA,NA,5854650,4615415,395
Schöneruh,Germany,Mecklenburg-Vorpommern,53.829109,13.687601,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5967600,4611100,396
Rodde,Germany,Mecklenburg-Vorpommern,53.993056,12.8825,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Barthelmes, A. “Paläoökologische Untersuchungen zur Entstehung von Bruchwaldtorfen”. PhD Thesis, Ernst Moritz Arndt Universität, 2000.",NA,NA,NA,NA,NA,NA,5984700,4558900,397
Riepke,Germany,Mecklenburg-Vorpommern,53.444444,13.328333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5925250,4588300,398
Randowbruch,Germany,Mecklenburg-Vorpommern,53.337778,14.206667,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Theuerkauf, Martin. “Die Vegetation NO-Deutschlands vor und nach dem Ausbruch des Laacher See-Vulkans (12880 cal. BP)”. Greifswalder Geographische Arbeiten 29 (2003): 143–89.",NA,NA,NA,NA,NA,NA,5941500,4645900,399
Postbruch,Germany,Mecklenburg-Vorpommern,53.283333,13.051389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5911325,4585850,400
Parmen,Germany,Mecklenburg-Vorpommern,53.353333,13.582778,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5914100,4604000,401
Neustrelitz,Germany,Mecklenburg-Vorpommern,53.364167,13.060556,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.",NA,NA,NA,NA,NA,NA,53 21 51,013 03 38,402
Murchin,Germany,Mecklenburg-Vorpommern,53.900556,13.745833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5978250,4614050,403
Moor am Schwarzen See,Germany,Mecklenburg-Vorpommern,52.426667,14.348889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Müller, H. M. “Vorkommen Spätglzialer Tuffe in Nordostdeutschland.” Geologie 14, no. 9 (1965): 1118–23.",NA,NA,NA,NA,NA,NA,5913160,4581675,404
Metschow I/II,Germany,Mecklenburg-Vorpommern,53.831111,12.961667,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5968100,4563600,405
Medow I-III,Germany,Mecklenburg-Vorpommern,53.834444,13.533889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5969700,4601400,406
Markow I/II,Germany,Mecklenburg-Vorpommern,53.7275,13.030833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5956780,4566800,407
Marienthal,Germany,Mecklenburg-Vorpommern,53.570556,14.149444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5957050,4616450,408
Mallin I-III,Germany,Mecklenburg-Vorpommern,53.534167,13.124444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5932600,4576200,409
Lieper Posse,Germany,Mecklenburg-Vorpommern,52.861944,13.973333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5857000,4625500,410
Lehst-See,Germany,Mecklenburg-Vorpommern,53.558889,12.905833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5899650,4589350,411
Lauenhagen,Germany,Mecklenburg-Vorpommern,53.528552,13.682756,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5934850,4611200,412
Kuhblank I/II,Germany,Mecklenburg-Vorpommern,52.993611,11.841389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5938450,4600000,413
Krukow I/II,Germany,Mecklenburg-Vorpommern,53.414722,10.4725,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5932500,4575500,414
Köhntop I,Germany,Mecklenburg-Vorpommern,53.666389,14.05,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5924800,4603700,415
Koelln,Germany,Mecklenburg-Vorpommern,53.760556,13.346111,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5958700,4588640,416
Klepelshagen,Germany,Mecklenburg-Vorpommern,53.565,13.753611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Berger, J., og F. Nehring. “Sedimentabfolge in einem Waldsoll – Ergebnisse von Rammkernsondierungen im Stauchendmoränenkomplex der Rosenthaler Staffel (Mecklenburg-Vorpommern)”. Greifswalder Geographische Arbeiten 26 (2002): 7–10.",NA,NA,NA,NA,NA,NA,NA,NA,417
Kleiner Krebssee,Germany,Mecklenburg-Vorpommern,53.955,14.111389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,NA,NA,418
Klätnowbruch,Germany,Mecklenburg-Vorpommern,53.283056,13.064722,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5906500,4571500,419
Katzenhagen,Germany,Mecklenburg-Vorpommern,53.526944,13.470278,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5935500,4597500,420
Kaslin I/II,Germany,Mecklenburg-Vorpommern,53.805556,13.041944,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5964400,4569150,421
Jeeser Moor,Germany,Mecklenburg-Vorpommern,54.166389,13.253611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Theuerkauf, Martin. “Die Vegetation NO-Deutschlands vor und nach dem Ausbruch des Laacher See-Vulkans (12880 cal. BP)”. Greifswalder Geographische Arbeiten 29 (2003): 143–89.",NA,NA,NA,NA,NA,NA,6005250,4582150,422
Jatzke I-III,Germany,Mecklenburg-Vorpommern,53.599444,13.536667,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5943000,4601280,423
Ivenack,Germany,Mecklenburg-Vorpommern,53.708333,12.960833,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5953900,4563350,424
Iven-Janow,Germany,Mecklenburg-Vorpommern,53.788056,13.415556,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5963500,4592000,425
Hohenbollentin I,Germany,Mecklenburg-Vorpommern,53.7975,13.0175,Location 1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Theuerkauf (pers.comm.),NA,NA,NA,NA,NA,NA,5962900,4565750,426
Hochcamp I/II,Germany,Mecklenburg-Vorpommern,53.541667,13.457778,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5935000,4595100,427
Heilsee,Germany,Mecklenburg-Vorpommern,53.2225,13.803611,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Timmermann, T. Sphagnum-Moore in Nordostbrandenburg: Stratigraphisch-hydrodynamische Typisierung und Vegetationswandel seit 1923. Dissertationes Botaicae 305. Berlin: Cramer, 1999.",NA,NA,NA,NA,NA,NA,NA,NA,428
Hefegraben,Germany,Mecklenburg-Vorpommern,53.734746,12.895685,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5956150,4559100,429
Gross Daberkow I/II,Germany,Mecklenburg-Vorpommern,53.504444,13.648333,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5931680,4608900,430
Grauenhagen I-IV,Germany,Mecklenburg-Vorpommern,53.405833,13.55,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5920700,4601185,431
Gothensee,Germany,Mecklenburg-Vorpommern,53.927778000000004,14.138056,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Kerstan, U., P. Voss, W. Janke, og R. Lampe. “Zur jungquartären Entwicklung von vier Seen auf der Insel Usedom, NE-Deutschland”. Greifswalder Geographische Arbeiten 26 (2002): 55–58.",NA,NA,NA,NA,NA,NA,5979000,4640000,432
Goldenbaum,Germany,Mecklenburg-Vorpommern,53.327222,13.241944,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,5911500,4583500,433
Gnevkow I/II,Germany,Mecklenburg-Vorpommern,53.791389,13.169722,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5963600,4577100,434
Georginenau,Germany,Mecklenburg-Vorpommern,53.413056,13.586111,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5920500,4600500,435
Galenbeck bei Stavenhagen,Germany,Mecklenburg-Vorpommern,53.626389,13.72,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5947650,4566000,436
Friedenfelde I/II,Germany,Mecklenburg-Vorpommern,53.137222,13.729722,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5890356,4616055,437
Fouquettin I/II,Germany,Mecklenburg-Vorpommern,53.638056,13.115556,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5945650,4573450,438
Canzow,Germany,Mecklenburg-Vorpommern,53.466667,13.558889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5927150,4603400,439
Burow I-II,Germany,Mecklenburg-Vorpommern,53.7725,13.279167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5961750,4583440,440
Burg Stargard I-III,Germany,Mecklenburg-Vorpommern,53.490556,13.319167,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5923500,4592500,441
Buchhof,Germany,Mecklenburg-Vorpommern,53.619444,13.306111,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5943750,4587660,442
Bolzsee,Germany,Mecklenburg-Vorpommern,53.65,12.105,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Rowinsky, V. “Stratigraphische Untersuchungen in Niedermooren Nordostdeutschlands (1992-2002)”. Greifswalder Geographische Arbeiten 26 (2002): 97–100.",NA,NA,NA,NA,NA,NA,NA,NA,443
Bogensee,Germany,Mecklenburg-Vorpommern,52.771667,13.534444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Gärtner, P. Beiträge zur Landschaftsgeschichte des Westlichen Barnim. Bd. 77. Berliner Geographische Arbeiten. Berlin: Akademie-Verlag, 1993.",NA,NA,NA,NA,NA,NA,5835200,4599500,444
Beggerow,Germany,Mecklenburg-Vorpommern,53.825278,13.061389,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5965880,4569150,445
Basepohl,Germany,Mecklenburg-Vorpommern,53.729722,12.920278,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5955700,4560500,446
Ballwitz,Germany,Mecklenburg-Vorpommern,53.463611,13.248889,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5925450,4582200,447
Alt Käbelich,Germany,Mecklenburg-Vorpommern,53.494722,13.484444,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5930050,4598500,448
Ahrensberg,Germany,Mecklenburg-Vorpommern,53.259722,13.041944,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,Standortkartierung Neubrandenburg,NA,NA,NA,NA,NA,NA,5903320,4569100,449
